"Year - Month","Population","Rate of ED visits","Count of ED visits","change of ED visits (%)","Rate of Hospitalizations","Count of Hospitalizations","change of Hospitalizations (%)","Rate of Deaths","Count of Deaths","change of Deaths (%)"
"2012 - 02","400615","24","8","-20.0","12","4","0.0","9","3","-40.0"
"2012 - 03","400751","26.9","9","12.5","9","3","-25.0","6","2","-33.3"
"2012 - 04","400887","23.9","8","-11.1","18","6","100.0","15","5","150.0"
"2012 - 05","401023","18","6","-25.0","0","0","-100.0","3","1","-80.0"
"2012 - 06","401158","29.9","10","66.7","20.9","7","NaN.0","3","1","0.0"
"2012 - 07","401294","32.9","11","10.0","0","0","-100.0","6","2","100.0"
"2012 - 08","401345","32.9","11","0.0","17.9","6","NaN.0","9","3","50.0"
"2012 - 09","401395","38.9","13","18.2","23.9","8","33.3","12","4","33.3"
"2012 - 10","401446","20.9","7","-46.2","12","4","-50.0","9","3","-25.0"
"2012 - 11","401496","23.9","8","14.3","14.9","5","25.0","3","1","-66.7"
"2012 - 12","401547","17.9","6","-25.0","6","2","-60.0","9","3","200.0"
"2013 - 01","401598","20.9","7","16.7","14.9","5","150.0","3","1","-66.7"
"2013 - 02","401648","17.9","6","-14.3","14.9","5","0.0","9","3","200.0"
"2013 - 03","401699","23.9","8","33.3","20.9","7","40.0","6","2","-33.3"
"2013 - 04","401749","50.8","17","112.5","20.9","7","0.0","3","1","-50.0"
"2013 - 05","401800","11.9","4","-76.5","17.9","6","-14.3","9","3","200.0"
"2013 - 06","401850","14.9","5","25.0","0","0","-100.0","11.9","4","33.3"
"2013 - 07","401901","29.9","10","100.0","9","3","NaN.0","11.9","4","0.0"
"2013 - 08","401990","23.9","8","-20.0","9","3","0.0","11.9","4","0.0"
"2013 - 09","402080","17.9","6","-25.0","6","2","-33.3","0","0","-100.0"
"2013 - 10","402169","32.8","11","83.3","9","3","50.0","3","1","NaN.0"
"2013 - 11","402259","23.9","8","-27.3","6","2","-33.3","6","2","100.0"
"2013 - 12","402348","23.9","8","0.0","14.9","5","150.0","8.9","3","50.0"
"2014 - 01","402438","26.8","9","12.5","6","2","-60.0","6","2","-33.3"
"2014 - 02","402527","14.9","5","-44.4","11.9","4","100.0","6","2","0.0"
"2014 - 03","402616","35.8","12","140.0","14.9","5","25.0","8.9","3","50.0"
"2014 - 04","402706","17.9","6","-50.0","14.9","5","0.0","6","2","-33.3"
"2014 - 05","402795","17.9","6","0.0","6","2","-60.0","3","1","-50.0"
"2014 - 06","402885","17.9","6","0.0","8.9","3","50.0","3","1","0.0"
"2014 - 07","402974","32.8","11","83.3","6","2","-33.3","3","1","0.0"
"2014 - 08","403093","32.7","11","0.0","6","2","0.0","6","2","100.0"
"2014 - 09","403212","20.8","7","-36.4","11.9","4","100.0","3","1","-50.0"
"2014 - 10","403331","26.8","9","28.6","11.9","4","0.0","0","0","-100.0"
"2014 - 11","403450","17.8","6","-33.3","17.8","6","50.0","5.9","2","NaN.0"
"2014 - 12","403569","20.8","7","16.7","11.9","4","-33.3","3","1","-50.0"
"2015 - 01","403689","23.8","8","14.3","14.9","5","25.0","8.9","3","200.0"
"2015 - 02","403808","23.8","8","0.0","8.9","3","-40.0","3","1","-66.7"
"2015 - 03","403927","14.9","5","-37.5","23.8","8","166.7","3","1","0.0"
"2015 - 04","404046","20.8","7","40.0","11.9","4","-50.0","11.9","4","300.0"
"2015 - 05","404165","14.8","5","-28.6","26.7","9","125.0","3","1","-75.0"
"2015 - 06","404284","20.8","7","40.0","17.8","6","-33.3","3","1","0.0"
"2015 - 07","404403","23.7","8","14.3","23.7","8","33.3","5.9","2","100.0"
"2015 - 08","404702","32.6","11","37.5","20.8","7","-12.5","5.9","2","0.0"
"2015 - 09","405000","17.8","6","-45.5","14.8","5","-28.6","11.9","4","100.0"
"2015 - 10","405299","32.6","11","83.3","23.7","8","60.0","3","1","-75.0"
"2015 - 11","405597","20.7","7","-36.4","5.9","2","-75.0","8.9","3","200.0"
"2015 - 12","405896","23.7","8","14.3","8.9","3","50.0","3","1","-66.7"
"2016 - 01","406194","29.5","10","25.0","11.8","4","33.3","5.9","2","100.0"
"2016 - 02","406493","26.6","9","-10.0","11.8","4","0.0","0","0","-100.0"
"2016 - 03","406791","38.3","13","44.4","20.6","7","75.0","17.7","6","NaN.0"
"2016 - 04","407090","14.7","5","-61.5","20.6","7","0.0","0","0","-100.0"
"2016 - 05","407388","38.3","13","160.0","14.7","5","-28.6","11.8","4","NaN.0"
"2016 - 06","407687","20.6","7","-46.2","11.8","4","-20.0","11.8","4","0.0"
"2016 - 07","407985","26.5","9","28.6","14.7","5","25.0","17.6","6","50.0"
"2016 - 08","408356","20.6","7","-22.2","8.8","3","-40.0","17.6","6","0.0"
"2016 - 09","408726","29.4","10","42.9","11.7","4","33.3","2.9","1","-83.3"
"2016 - 10","409097","29.3","10","0.0","17.6","6","50.0","5.9","2","100.0"
"2016 - 11","409467","20.5","7","-30.0","14.7","5","-16.7","14.7","5","150.0"
"2016 - 12","409838","23.4","8","14.3","8.8","3","-40.0","2.9","1","-80.0"
"2017 - 01","410209","20.5","7","-12.5","17.6","6","100.0","2.9","1","0.0"
"2017 - 02","410579","52.6","18","157.1","32.1","11","83.3","8.8","3","200.0"
"2017 - 03","410950","52.6","18","0.0","29.2","10","-9.1","8.8","3","0.0"
"2017 - 04","411320","37.9","13","-27.8","8.8","3","-70.0","2.9","1","-66.7"
"2017 - 05","411691","37.9","13","0.0","11.7","4","33.3","11.7","4","300.0"
"2017 - 06","412061","34.9","12","-7.7","8.7","3","-25.0","5.8","2","-50.0"
"2017 - 07","412432","55.3","19","58.3","17.5","6","100.0","14.5","5","150.0"
"2017 - 08","412709","84.3","29","52.6","17.4","6","0.0","14.5","5","0.0"
"2017 - 09","412986","61","21","-27.6","5.8","2","-66.7","2.9","1","-80.0"
"2017 - 10","413264","43.6","15","-28.6","8.7","3","50.0","5.8","2","100.0"
"2017 - 11","413541","31.9","11","-26.7","5.8","2","-33.3","23.2","8","300.0"
"2017 - 12","413818","60.9","21","90.9","23.2","8","300.0","2.9","1","-87.5"
"2018 - 01","414095","31.9","11","-47.6","17.4","6","-25.0","5.8","2","100.0"
"2018 - 02","414372","20.3","7","-36.4","8.7","3","-50.0","11.6","4","100.0"
"2018 - 03","414649","40.5","14","100.0","14.5","5","66.7","14.5","5","25.0"
"2018 - 04","414927","46.3","16","14.3","14.5","5","0.0","0","0","-100.0"
"2018 - 05","415204","66.5","23","43.8","26","9","80.0","11.6","4","NaN.0"
"2018 - 06","415481","54.9","19","-17.4","11.6","4","-55.6","5.8","2","-50.0"
"2018 - 07","415758","46.2","16","-15.8","14.4","5","25.0","20.2","7","250.0"
"2018 - 08","415993","80.8","28","75.0","20.2","7","40.0","14.4","5","-28.6"
"2018 - 09","416229","46.1","16","-42.9","8.6","3","-57.1","8.6","3","-40.0"
"2018 - 10","416464","63.4","22","37.5","23.1","8","166.7","11.5","4","33.3"
"2018 - 11","416699","66.2","23","4.5","28.8","10","25.0","28.8","10","150.0"
"2018 - 12","416934","60.4","21","-8.7","20.1","7","-30.0","14.4","5","-50.0"
"2019 - 01","417170","66.2","23","9.5","20.1","7","0.0","17.3","6","20.0"
"2019 - 02","417405","74.7","26","13.0","14.4","5","-28.6","17.2","6","0.0"
"2019 - 03","417640","80.5","28","7.7","20.1","7","40.0","25.9","9","50.0"
"2019 - 04","417875","77.5","27","-3.6","23","8","14.3","20.1","7","-22.2"
"2019 - 05","418111","60.3","21","-22.2","14.4","5","-37.5","14.4","5","-28.6"
"2019 - 06","418346","77.4","27","28.6","20.1","7","40.0","8.6","3","-40.0"
"2019 - 07","418581","48.7","17","-37.0","17.2","6","-14.3","2.9","1","-66.7"
"2019 - 08","418780","74.5","26","52.9","8.6","3","-50.0","2.9","1","0.0"
"2019 - 09","418978","17.2","6","-76.9","5.7","2","-33.3","2.9","1","0.0"
"2019 - 10","419177","48.7","17","183.3","8.6","3","50.0","8.6","3","200.0"
"2019 - 11","419375","71.5","25","47.1","14.3","5","66.7","5.7","2","-33.3"
"2019 - 12","419574","48.6","17","-32.0","2.9","1","-80.0","8.6","3","50.0"
"2020 - 01","419773","97.2","34","100.0","17.2","6","500.0","17.2","6","100.0"
"2020 - 02","419971","57.1","20","-41.2","14.3","5","-16.7","14.3","5","-16.7"
"2020 - 03","420170","82.8","29","45.0","34.3","12","140.0","14.3","5","0.0"
"2020 - 04","420368","62.8","22","-24.1","8.6","3","-75.0","NaN","NaN","NaN.0"
"2020 - 05","420567","114.1","40","81.8","14.3","5","66.7","NaN","NaN","NaN.0"
"2020 - 06","420765","74.2","26","-35.0","25.7","9","80.0","NaN","NaN","NaN.0"
