"Year - Month","Population","Rate of ED visits","Count of ED visits","change of ED visits (%)","Rate of Hospitalizations","Count of Hospitalizations","change of Hospitalizations (%)","Rate of Deaths","Count of Deaths","change of Deaths (%)"
"2011 - 07","118266","40.6","4","300.0","0","0","-100.0","10.1","1","0.0"
"2011 - 08","118206","81.2","8","100.0","20.3","2","NaN.0","0","0","-100.0"
"2011 - 09","118147","20.3","2","-75.0","30.5","3","50.0","10.2","1","NaN.0"
"2011 - 10","118087","20.3","2","0.0","50.8","5","66.7","20.3","2","100.0"
"2011 - 11","118028","50.8","5","150.0","10.2","1","-80.0","10.2","1","-50.0"
"2011 - 12","117968","30.5","3","-40.0","50.9","5","400.0","10.2","1","0.0"
"2012 - 01","117909","20.4","2","-33.3","20.4","2","-60.0","10.2","1","0.0"
"2012 - 02","117849","20.4","2","0.0","30.5","3","50.0","0","0","-100.0"
"2012 - 03","117789","50.9","5","150.0","71.3","7","133.3","10.2","1","NaN.0"
"2012 - 04","117730","40.8","4","-20.0","0","0","-100.0","20.4","2","100.0"
"2012 - 05","117670","91.8","9","125.0","71.4","7","NaN.0","0","0","-100.0"
"2012 - 06","117611","30.6","3","-66.7","51","5","-28.6","0","0","NaN.0"
"2012 - 07","117551","71.5","7","133.3","40.8","4","-20.0","10.2","1","NaN.0"
"2012 - 08","117502","40.9","4","-42.9","10.2","1","-75.0","0","0","-100.0"
"2012 - 09","117454","20.4","2","-50.0","30.7","3","200.0","0","0","NaN.0"
"2012 - 10","117405","40.9","4","100.0","51.1","5","66.7","0","0","NaN.0"
"2012 - 11","117356","40.9","4","0.0","51.1","5","0.0","20.5","2","NaN.0"
"2012 - 12","117308","10.2","1","-75.0","30.7","3","-40.0","10.2","1","-50.0"
"2013 - 01","117259","20.5","2","100.0","30.7","3","0.0","20.5","2","100.0"
"2013 - 02","117210","71.7","7","250.0","41","4","33.3","20.5","2","0.0"
"2013 - 03","117162","61.5","6","-14.3","10.2","1","-75.0","0","0","-100.0"
"2013 - 04","117113","61.5","6","0.0","61.5","6","500.0","0","0","NaN.0"
"2013 - 05","117064","61.5","6","0.0","30.8","3","-50.0","0","0","NaN.0"
"2013 - 06","117016","10.3","1","-83.3","0","0","-100.0","10.3","1","NaN.0"
"2013 - 07","116967","41","4","300.0","41","4","NaN.0","10.3","1","0.0"
"2013 - 08","116899","51.3","5","25.0","51.3","5","25.0","10.3","1","0.0"
"2013 - 09","116832","30.8","3","-40.0","20.5","2","-60.0","0","0","-100.0"
"2013 - 10","116764","51.4","5","66.7","20.6","2","0.0","0","0","NaN.0"
"2013 - 11","116696","30.8","3","-40.0","10.3","1","-50.0","20.6","2","NaN.0"
"2013 - 12","116629","61.7","6","100.0","51.4","5","400.0","10.3","1","-50.0"
"2014 - 01","116561","82.4","8","33.3","41.2","4","-20.0","20.6","2","100.0"
"2014 - 02","116493","51.5","5","-37.5","20.6","2","-50.0","10.3","1","-50.0"
"2014 - 03","116426","41.2","4","-20.0","0","0","-100.0","30.9","3","200.0"
"2014 - 04","116358","103.1","10","150.0","51.6","5","NaN.0","0","0","-100.0"
"2014 - 05","116290","72.2","7","-30.0","31","3","-40.0","10.3","1","NaN.0"
"2014 - 06","116223","82.6","8","14.3","41.3","4","33.3","10.3","1","0.0"
"2014 - 07","116155","72.3","7","-12.5","41.3","4","0.0","0","0","-100.0"
"2014 - 08","116107","82.7","8","14.3","51.7","5","25.0","20.7","2","NaN.0"
"2014 - 09","116059","62","6","-25.0","20.7","2","-60.0","10.3","1","-50.0"
"2014 - 10","116012","62.1","6","0.0","41.4","4","100.0","10.3","1","0.0"
"2014 - 11","115964","31","3","-50.0","10.3","1","-75.0","0","0","-100.0"
"2014 - 12","115916","20.7","2","-33.3","31.1","3","200.0","0","0","NaN.0"
"2015 - 01","115868","41.4","4","100.0","20.7","2","-33.3","20.7","2","NaN.0"
"2015 - 02","115820","31.1","3","-25.0","10.4","1","-50.0","10.4","1","-50.0"
"2015 - 03","115772","93.3","9","200.0","82.9","8","700.0","0","0","-100.0"
"2015 - 04","115725","51.8","5","-44.4","20.7","2","-75.0","0","0","NaN.0"
"2015 - 05","115677","62.2","6","20.0","20.7","2","0.0","10.4","1","NaN.0"
"2015 - 06","115629","41.5","4","-33.3","41.5","4","100.0","20.8","2","100.0"
"2015 - 07","115581","31.1","3","-25.0","20.8","2","-50.0","0","0","-100.0"
"2015 - 08","115548","51.9","5","66.7","41.5","4","100.0","0","0","NaN.0"
"2015 - 09","115515","62.3","6","20.0","31.2","3","-25.0","0","0","NaN.0"
"2015 - 10","115482","93.5","9","50.0","83.1","8","166.7","0","0","NaN.0"
"2015 - 11","115449","52","5","-44.4","52","5","-37.5","0","0","NaN.0"
"2015 - 12","115416","62.4","6","20.0","41.6","4","-20.0","10.4","1","NaN.0"
"2016 - 01","115383","62.4","6","0.0","52","5","25.0","0","0","-100.0"
"2016 - 02","115350","20.8","2","-66.7","20.8","2","-60.0","20.8","2","NaN.0"
"2016 - 03","115317","62.4","6","200.0","20.8","2","0.0","0","0","-100.0"
"2016 - 04","115284","72.9","7","16.7","62.5","6","200.0","10.4","1","NaN.0"
"2016 - 05","115251","10.4","1","-85.7","20.8","2","-66.7","10.4","1","0.0"
"2016 - 06","115218","41.7","4","300.0","41.7","4","100.0","10.4","1","0.0"
"2016 - 07","115185","135.4","13","225.0","62.5","6","50.0","0","0","-100.0"
"2016 - 08","115172","41.7","4","-69.2","52.1","5","-16.7","20.8","2","NaN.0"
"2016 - 09","115159","52.1","5","25.0","31.3","3","-40.0","0","0","-100.0"
"2016 - 10","115146","41.7","4","-20.0","52.1","5","66.7","10.4","1","NaN.0"
"2016 - 11","115132","104.2","10","150.0","62.5","6","20.0","20.8","2","100.0"
"2016 - 12","115119","62.5","6","-40.0","20.8","2","-66.7","52.1","5","150.0"
"2017 - 01","115106","31.3","3","-50.0","20.9","2","0.0","31.3","3","-40.0"
"2017 - 02","115093","93.8","9","200.0","31.3","3","50.0","31.3","3","0.0"
"2017 - 03","115080","114.7","11","22.2","73","7","133.3","31.3","3","0.0"
"2017 - 04","115067","83.4","8","-27.3","83.4","8","14.3","31.3","3","0.0"
"2017 - 05","115053","125.2","12","50.0","31.3","3","-62.5","10.4","1","-66.7"
"2017 - 06","115040","166.9","16","33.3","10.4","1","-66.7","10.4","1","0.0"
"2017 - 07","115027","146.1","14","-12.5","62.6","6","500.0","10.4","1","0.0"
"2017 - 08","115003","198.3","19","35.7","52.2","5","-16.7","10.4","1","0.0"
"2017 - 09","114979","292.2","28","47.4","41.7","4","-20.0","20.9","2","100.0"
"2017 - 10","114956","177.5","17","-39.3","41.8","4","0.0","10.4","1","-50.0"
"2017 - 11","114932","167.1","16","-5.9","20.9","2","-50.0","20.9","2","100.0"
"2017 - 12","114908","73.1","7","-56.2","62.7","6","200.0","10.4","1","-50.0"
"2018 - 01","114884","104.5","10","42.9","10.4","1","-83.3","41.8","4","300.0"
"2018 - 02","114860","62.7","6","-40.0","20.9","2","100.0","0","0","-100.0"
"2018 - 03","114836","146.3","14","133.3","0","0","-100.0","10.4","1","NaN.0"
"2018 - 04","114813","125.4","12","-14.3","52.3","5","NaN.0","10.5","1","0.0"
"2018 - 05","114789","104.5","10","-16.7","41.8","4","-20.0","0","0","-100.0"
"2018 - 06","114765","156.8","15","50.0","20.9","2","-50.0","20.9","2","NaN.0"
"2018 - 07","114741","115","11","-26.7","31.4","3","50.0","20.9","2","0.0"
"2018 - 08","114712","115.1","11","0.0","62.8","6","100.0","10.5","1","-50.0"
"2018 - 09","114683","73.2","7","-36.4","0","0","-100.0","31.4","3","200.0"
"2018 - 10","114655","62.8","6","-14.3","10.5","1","NaN.0","62.8","6","100.0"
"2018 - 11","114626","104.7","10","66.7","41.9","4","300.0","20.9","2","-66.7"
"2018 - 12","114597","94.2","9","-10.0","52.4","5","25.0","41.9","4","100.0"
"2019 - 01","114568","41.9","4","-55.6","20.9","2","-60.0","10.5","1","-75.0"
"2019 - 02","114539","73.3","7","75.0","10.5","1","-50.0","0","0","-100.0"
"2019 - 03","114510","115.3","11","57.1","21","2","100.0","31.4","3","NaN.0"
"2019 - 04","114482","178.2","17","54.5","31.4","3","50.0","10.5","1","-66.7"
"2019 - 05","114453","230.7","22","29.4","41.9","4","33.3","31.5","3","200.0"
"2019 - 06","114424","73.4","7","-68.2","31.5","3","-25.0","21","2","-33.3"
"2019 - 07","114395","83.9","8","14.3","10.5","1","-66.7","0","0","-100.0"
"2019 - 08","114361","125.9","12","50.0","21","2","100.0","21","2","NaN.0"
"2019 - 09","114326","136.5","13","8.3","21","2","0.0","0","0","-100.0"
"2019 - 10","114292","94.5","9","-30.8","0","0","-100.0","0","0","NaN.0"
"2019 - 11","114257","115.5","11","22.2","21","2","NaN.0","21","2","NaN.0"
"2019 - 12","114223","84","8","-27.3","21","2","0.0","31.5","3","50.0"
"2020 - 01","114188","126.1","12","50.0","52.5","5","150.0","31.5","3","0.0"
"2020 - 02","114154","189.2","18","50.0","42","4","-20.0","52.6","5","66.7"
"2020 - 03","114119","220.8","21","16.7","52.6","5","25.0","42.1","4","-20.0"
"2020 - 04","114085","94.7","9","-57.1","31.6","3","-40.0","NaN","NaN","NaN.0"
"2020 - 05","114050","189.4","18","100.0","42.1","4","33.3","NaN","NaN","NaN.0"
"2020 - 06","114016","273.6","26","44.4","21","2","-50.0","NaN","NaN","NaN.0"
