"Year - Month","Population","Rate of ED visits","Count of ED visits","change of ED visits (%)","Rate of Hospitalizations","Count of Hospitalizations","change of Hospitalizations (%)","Rate of Deaths","Count of Deaths","change of Deaths (%)"
"2015 - 02","952738","13.9","11","-8.3","7.6","6","20.0","1.3","1","-66.7"
"2015 - 03","953576","12.6","10","-9.1","3.8","3","-50.0","2.5","2","100.0"
"2015 - 04","954414","17.6","14","40.0","3.8","3","0.0","3.8","3","50.0"
"2015 - 05","955253","10","8","-42.9","5","4","33.3","2.5","2","-33.3"
"2015 - 06","956091","20.1","16","100.0","13.8","11","175.0","3.8","3","50.0"
"2015 - 07","956929","22.6","18","12.5","12.5","10","-9.1","2.5","2","-33.3"
"2015 - 08","958308","27.5","22","22.2","10","8","-20.0","3.8","3","50.0"
"2015 - 09","959688","32.5","26","18.2","15","12","50.0","5","4","33.3"
"2015 - 10","961067","12.5","10","-61.5","11.2","9","-25.0","7.5","6","50.0"
"2015 - 11","962446","18.7","15","50.0","7.5","6","-33.3","5","4","-33.3"
"2015 - 12","963826","19.9","16","6.7","7.5","6","0.0","1.2","1","-75.0"
"2016 - 01","965205","14.9","12","-25.0","7.5","6","0.0","6.2","5","400.0"
"2016 - 02","966584","19.9","16","33.3","9.9","8","33.3","3.7","3","-40.0"
"2016 - 03","967964","29.8","24","50.0","11.2","9","12.5","3.7","3","0.0"
"2016 - 04","969343","27.2","22","-8.3","11.1","9","0.0","2.5","2","-33.3"
"2016 - 05","970722","21","17","-22.7","11.1","9","0.0","0","0","-100.0"
"2016 - 06","972102","22.2","18","5.9","11.1","9","0.0","6.2","5","NaN.0"
"2016 - 07","973481","30.8","25","38.9","11.1","9","0.0","0","0","-100.0"
"2016 - 08","975412","19.7","16","-36.0","8.6","7","-22.2","6.2","5","NaN.0"
"2016 - 09","977343","28.2","23","43.8","16","13","85.7","3.7","3","-40.0"
"2016 - 10","979274","27","22","-4.3","8.6","7","-46.2","4.9","4","33.3"
"2016 - 11","981204","33","27","22.7","12.2","10","42.9","9.8","8","100.0"
"2016 - 12","983135","25.6","21","-22.2","11","9","-10.0","2.4","2","-75.0"
"2017 - 01","985066","31.7","26","23.8","17.1","14","55.6","2.4","2","0.0"
"2017 - 02","986997","29.2","24","-7.7","9.7","8","-42.9","7.3","6","200.0"
"2017 - 03","988928","25.5","21","-12.5","8.5","7","-12.5","1.2","1","-83.3"
"2017 - 04","990859","46","38","81.0","7.3","6","-14.3","1.2","1","0.0"
"2017 - 05","992789","27.8","23","-39.5","14.5","12","100.0","7.3","6","500.0"
"2017 - 06","994720","38.6","32","39.1","13.3","11","-8.3","8.4","7","16.7"
"2017 - 07","996651","55.4","46","43.8","7.2","6","-45.5","12","10","42.9"
"2017 - 08","998267","55.3","46","0.0","10.8","9","50.0","9.6","8","-20.0"
"2017 - 09","999882","48","40","-13.0","7.2","6","-33.3","12","10","25.0"
"2017 - 10","1001498","35.9","30","-25.0","12","10","66.7","2.4","2","-80.0"
"2017 - 11","1003114","25.1","21","-30.0","7.2","6","-40.0","7.2","6","200.0"
"2017 - 12","1004729","27.5","23","9.5","8.4","7","16.7","6","5","-16.7"
"2018 - 01","1006345","32.2","27","17.4","2.4","2","-71.4","7.2","6","20.0"
"2018 - 02","1007961","34.5","29","7.4","7.1","6","200.0","4.8","4","-33.3"
"2018 - 03","1009576","32.1","27","-6.9","8.3","7","16.7","4.8","4","0.0"
"2018 - 04","1011192","27.3","23","-14.8","9.5","8","14.3","4.7","4","0.0"
"2018 - 05","1012808","39.1","33","43.5","13","11","37.5","5.9","5","25.0"
"2018 - 06","1014423","47.3","40","21.2","7.1","6","-45.5","5.9","5","0.0"
"2018 - 07","1016039","49.6","42","5.0","5.9","5","-16.7","4.7","4","-20.0"
"2018 - 08","1017509","50.7","43","2.4","8.3","7","40.0","5.9","5","25.0"
"2018 - 09","1018979","57.7","49","14.0","8.2","7","0.0","16.5","14","180.0"
"2018 - 10","1020449","47","40","-18.4","10.6","9","28.6","11.8","10","-28.6"
"2018 - 11","1021919","52.8","45","12.5","14.1","12","33.3","12.9","11","10.0"
"2018 - 12","1023389","53.9","46","2.2","10.6","9","-25.0","11.7","10","-9.1"
"2019 - 01","1024859","39.8","34","-26.1","3.5","3","-66.7","5.9","5","-50.0"
"2019 - 02","1026329","38.6","33","-2.9","9.4","8","166.7","8.2","7","40.0"
"2019 - 03","1027799","36.2","31","-6.1","8.2","7","-12.5","9.3","8","14.3"
"2019 - 04","1029269","60.6","52","67.7","9.3","8","14.3","8.2","7","-12.5"
"2019 - 05","1030739","67.5","58","11.5","18.6","16","100.0","9.3","8","14.3"
"2019 - 06","1032209","47.7","41","-29.3","4.7","4","-75.0","4.7","4","-50.0"
"2019 - 07","1033679","47.6","41","0.0","10.4","9","125.0","8.1","7","75.0"
