PHU,date,population,rate_ED,count_ED,rate_hosp,count_hosp,rate_death,count_death
Algoma,2003-01-01,120976,29.8,3,49.6,5,,
Algoma,2003-02-01,120931,19.8,2,39.7,4,,
Algoma,2003-03-01,120887,29.8,3,19.9,2,,
Algoma,2003-04-01,120842,9.9,1,9.9,1,,
Algoma,2003-05-01,120797,29.8,3,49.7,5,,
Algoma,2003-06-01,120753,29.8,3,0.0,0,,
Algoma,2003-07-01,120708,49.7,5,39.8,4,,
Algoma,2003-08-01,120678,39.8,4,39.8,4,,
Algoma,2003-09-01,120649,9.9,1,9.9,1,,
Algoma,2003-10-01,120619,79.6,8,79.6,8,,
Algoma,2003-11-01,120590,39.8,4,29.9,3,,
Algoma,2003-12-01,120560,29.9,3,39.8,4,,
Algoma,2004-01-01,120531,0.0,0,10.0,1,,
Algoma,2004-02-01,120501,39.8,4,49.8,5,,
Algoma,2004-03-01,120471,10.0,1,29.9,3,,
Algoma,2004-04-01,120442,19.9,2,29.9,3,,
Algoma,2004-05-01,120412,19.9,2,39.9,4,,
Algoma,2004-06-01,120383,19.9,2,19.9,2,,
Algoma,2004-07-01,120353,69.8,7,59.8,6,,
Algoma,2004-08-01,120347,29.9,3,79.8,8,,
Algoma,2004-09-01,120341,39.9,4,19.9,2,,
Algoma,2004-10-01,120335,19.9,2,59.8,6,,
Algoma,2004-11-01,120329,10.0,1,49.9,5,,
Algoma,2004-12-01,120323,10.0,1,69.8,7,,
Algoma,2005-01-01,120318,10.0,1,19.9,2,10.0,1.0
Algoma,2005-02-01,120312,49.9,5,39.9,4,10.0,1.0
Algoma,2005-03-01,120306,39.9,4,29.9,3,10.0,1.0
Algoma,2005-04-01,120300,20.0,2,59.9,6,10.0,1.0
Algoma,2005-05-01,120294,20.0,2,69.8,7,0.0,0.0
Algoma,2005-06-01,120288,69.8,7,29.9,3,0.0,0.0
Algoma,2005-07-01,120282,0.0,0,29.9,3,10.0,1.0
Algoma,2005-08-01,120253,39.9,4,49.9,5,0.0,0.0
Algoma,2005-09-01,120224,20.0,2,59.9,6,0.0,0.0
Algoma,2005-10-01,120196,39.9,4,69.9,7,0.0,0.0
Algoma,2005-11-01,120167,30.0,3,30.0,3,0.0,0.0
Algoma,2005-12-01,120138,30.0,3,20.0,2,0.0,0.0
Algoma,2006-01-01,120109,30.0,3,30.0,3,0.0,0.0
Algoma,2006-02-01,120080,30.0,3,30.0,3,20.0,2.0
Algoma,2006-03-01,120051,30.0,3,20.0,2,0.0,0.0
Algoma,2006-04-01,120023,20.0,2,20.0,2,10.0,1.0
Algoma,2006-05-01,119994,30.0,3,60.0,6,0.0,0.0
Algoma,2006-06-01,119965,50.0,5,50.0,5,10.0,1.0
Algoma,2006-07-01,119936,50.0,5,30.0,3,0.0,0.0
Algoma,2006-08-01,119925,10.0,1,20.0,2,10.0,1.0
Algoma,2006-09-01,119915,20.0,2,30.0,3,10.0,1.0
Algoma,2006-10-01,119904,70.1,7,70.1,7,0.0,0.0
Algoma,2006-11-01,119893,10.0,1,0.0,0,0.0,0.0
Algoma,2006-12-01,119883,20.0,2,20.0,2,10.0,1.0
Algoma,2007-01-01,119872,20.0,2,20.0,2,20.0,2.0
Algoma,2007-02-01,119861,10.0,1,20.0,2,0.0,0.0
Algoma,2007-03-01,119851,0.0,0,10.0,1,0.0,0.0
Algoma,2007-04-01,119840,60.1,6,30.0,3,0.0,0.0
Algoma,2007-05-01,119829,60.1,6,30.0,3,0.0,0.0
Algoma,2007-06-01,119819,100.2,10,90.1,9,10.0,1.0
Algoma,2007-07-01,119808,50.1,5,20.0,2,0.0,0.0
Algoma,2007-08-01,119791,30.1,3,20.0,2,0.0,0.0
Algoma,2007-09-01,119773,70.1,7,60.1,6,0.0,0.0
Algoma,2007-10-01,119756,10.0,1,0.0,0,0.0,0.0
Algoma,2007-11-01,119738,40.1,4,10.0,1,0.0,0.0
Algoma,2007-12-01,119721,50.1,5,20.0,2,10.0,1.0
Algoma,2008-01-01,119703,70.2,7,60.1,6,10.0,1.0
Algoma,2008-02-01,119686,20.1,2,30.1,3,0.0,0.0
Algoma,2008-03-01,119668,50.1,5,30.1,3,10.0,1.0
Algoma,2008-04-01,119651,60.2,6,10.0,1,10.0,1.0
Algoma,2008-05-01,119633,20.1,2,40.1,4,20.1,2.0
Algoma,2008-06-01,119616,40.1,4,0.0,0,10.0,1.0
Algoma,2008-07-01,119598,40.1,4,40.1,4,0.0,0.0
Algoma,2008-08-01,119542,100.4,10,60.2,6,20.1,2.0
Algoma,2008-09-01,119485,20.1,2,40.2,4,0.0,0.0
Algoma,2008-10-01,119429,80.4,8,10.0,1,10.0,1.0
Algoma,2008-11-01,119372,70.4,7,50.3,5,0.0,0.0
Algoma,2008-12-01,119316,30.2,3,40.2,4,20.1,2.0
Algoma,2009-01-01,119260,40.2,4,50.3,5,10.1,1.0
Algoma,2009-02-01,119203,50.3,5,10.1,1,20.1,2.0
Algoma,2009-03-01,119147,20.1,2,30.2,3,0.0,0.0
Algoma,2009-04-01,119090,30.2,3,20.2,2,10.1,1.0
Algoma,2009-05-01,119034,60.5,6,10.1,1,10.1,1.0
Algoma,2009-06-01,118977,60.5,6,30.3,3,0.0,0.0
Algoma,2009-07-01,118921,40.4,4,60.5,6,20.2,2.0
Algoma,2009-08-01,118902,60.6,6,20.2,2,10.1,1.0
Algoma,2009-09-01,118882,70.7,7,50.5,5,0.0,0.0
Algoma,2009-10-01,118863,111.1,11,80.8,8,0.0,0.0
Algoma,2009-11-01,118843,50.5,5,60.6,6,20.2,2.0
Algoma,2009-12-01,118824,80.8,8,40.4,4,10.1,1.0
Algoma,2010-01-01,118805,30.3,3,40.4,4,0.0,0.0
Algoma,2010-02-01,118785,40.4,4,20.2,2,0.0,0.0
Algoma,2010-03-01,118766,20.2,2,30.3,3,0.0,0.0
Algoma,2010-04-01,118746,30.3,3,20.2,2,0.0,0.0
Algoma,2010-05-01,118727,50.5,5,30.3,3,10.1,1.0
Algoma,2010-06-01,118707,40.4,4,40.4,4,10.1,1.0
Algoma,2010-07-01,118688,40.4,4,50.6,5,0.0,0.0
Algoma,2010-08-01,118653,80.9,8,60.7,6,10.1,1.0
Algoma,2010-09-01,118618,50.6,5,40.5,4,10.1,1.0
Algoma,2010-10-01,118583,30.4,3,0.0,0,10.1,1.0
Algoma,2010-11-01,118547,0.0,0,0.0,0,10.1,1.0
Algoma,2010-12-01,118512,60.8,6,20.3,2,20.3,2.0
Algoma,2011-01-01,118477,30.4,3,30.4,3,10.1,1.0
Algoma,2011-02-01,118442,0.0,0,20.3,2,0.0,0.0
Algoma,2011-03-01,118407,10.1,1,20.3,2,10.1,1.0
Algoma,2011-04-01,118372,10.1,1,50.7,5,10.1,1.0
Algoma,2011-05-01,118336,50.7,5,20.3,2,0.0,0.0
Algoma,2011-06-01,118301,10.1,1,10.1,1,10.1,1.0
Algoma,2011-07-01,118266,40.6,4,0.0,0,10.1,1.0
Algoma,2011-08-01,118206,81.2,8,20.3,2,0.0,0.0
Algoma,2011-09-01,118147,20.3,2,30.5,3,10.2,1.0
Algoma,2011-10-01,118087,20.3,2,50.8,5,20.3,2.0
Algoma,2011-11-01,118028,50.8,5,10.2,1,10.2,1.0
Algoma,2011-12-01,117968,30.5,3,50.9,5,10.2,1.0
Algoma,2012-01-01,117909,20.4,2,20.4,2,10.2,1.0
Algoma,2012-02-01,117849,20.4,2,30.5,3,0.0,0.0
Algoma,2012-03-01,117789,50.9,5,71.3,7,10.2,1.0
Algoma,2012-04-01,117730,40.8,4,0.0,0,20.4,2.0
Algoma,2012-05-01,117670,91.8,9,71.4,7,0.0,0.0
Algoma,2012-06-01,117611,30.6,3,51.0,5,0.0,0.0
Algoma,2012-07-01,117551,71.5,7,40.8,4,10.2,1.0
Algoma,2012-08-01,117502,40.9,4,10.2,1,0.0,0.0
Algoma,2012-09-01,117454,20.4,2,30.7,3,0.0,0.0
Algoma,2012-10-01,117405,40.9,4,51.1,5,0.0,0.0
Algoma,2012-11-01,117356,40.9,4,51.1,5,20.5,2.0
Algoma,2012-12-01,117308,10.2,1,30.7,3,10.2,1.0
Algoma,2013-01-01,117259,20.5,2,30.7,3,20.5,2.0
Algoma,2013-02-01,117210,71.7,7,41.0,4,20.5,2.0
Algoma,2013-03-01,117162,61.5,6,10.2,1,0.0,0.0
Algoma,2013-04-01,117113,61.5,6,61.5,6,0.0,0.0
Algoma,2013-05-01,117064,61.5,6,30.8,3,0.0,0.0
Algoma,2013-06-01,117016,10.3,1,0.0,0,10.3,1.0
Algoma,2013-07-01,116967,41.0,4,41.0,4,10.3,1.0
Algoma,2013-08-01,116899,51.3,5,51.3,5,10.3,1.0
Algoma,2013-09-01,116832,30.8,3,20.5,2,0.0,0.0
Algoma,2013-10-01,116764,51.4,5,20.6,2,0.0,0.0
Algoma,2013-11-01,116696,30.8,3,10.3,1,20.6,2.0
Algoma,2013-12-01,116629,61.7,6,51.4,5,10.3,1.0
Algoma,2014-01-01,116561,82.4,8,41.2,4,20.6,2.0
Algoma,2014-02-01,116493,51.5,5,20.6,2,10.3,1.0
Algoma,2014-03-01,116426,41.2,4,0.0,0,30.9,3.0
Algoma,2014-04-01,116358,103.1,10,51.6,5,0.0,0.0
Algoma,2014-05-01,116290,72.2,7,31.0,3,10.3,1.0
Algoma,2014-06-01,116223,82.6,8,41.3,4,10.3,1.0
Algoma,2014-07-01,116155,72.3,7,41.3,4,0.0,0.0
Algoma,2014-08-01,116107,82.7,8,51.7,5,20.7,2.0
Algoma,2014-09-01,116059,62.0,6,20.7,2,10.3,1.0
Algoma,2014-10-01,116012,62.1,6,41.4,4,10.3,1.0
Algoma,2014-11-01,115964,31.0,3,10.3,1,0.0,0.0
Algoma,2014-12-01,115916,20.7,2,31.1,3,0.0,0.0
Algoma,2015-01-01,115868,41.4,4,20.7,2,20.7,2.0
Algoma,2015-02-01,115820,31.1,3,10.4,1,10.4,1.0
Algoma,2015-03-01,115772,93.3,9,82.9,8,0.0,0.0
Algoma,2015-04-01,115725,51.8,5,20.7,2,0.0,0.0
Algoma,2015-05-01,115677,62.2,6,20.7,2,10.4,1.0
Algoma,2015-06-01,115629,41.5,4,41.5,4,20.8,2.0
Algoma,2015-07-01,115581,31.1,3,20.8,2,0.0,0.0
Algoma,2015-08-01,115548,51.9,5,41.5,4,0.0,0.0
Algoma,2015-09-01,115515,62.3,6,31.2,3,0.0,0.0
Algoma,2015-10-01,115482,93.5,9,83.1,8,0.0,0.0
Algoma,2015-11-01,115449,52.0,5,52.0,5,0.0,0.0
Algoma,2015-12-01,115416,62.4,6,41.6,4,10.4,1.0
Algoma,2016-01-01,115383,62.4,6,52.0,5,0.0,0.0
Algoma,2016-02-01,115350,20.8,2,20.8,2,20.8,2.0
Algoma,2016-03-01,115317,62.4,6,20.8,2,0.0,0.0
Algoma,2016-04-01,115284,72.9,7,62.5,6,10.4,1.0
Algoma,2016-05-01,115251,10.4,1,20.8,2,10.4,1.0
Algoma,2016-06-01,115218,41.7,4,41.7,4,10.4,1.0
Algoma,2016-07-01,115185,135.4,13,62.5,6,0.0,0.0
Algoma,2016-08-01,115172,41.7,4,52.1,5,20.8,2.0
Algoma,2016-09-01,115159,52.1,5,31.3,3,0.0,0.0
Algoma,2016-10-01,115146,41.7,4,52.1,5,10.4,1.0
Algoma,2016-11-01,115132,104.2,10,62.5,6,20.8,2.0
Algoma,2016-12-01,115119,62.5,6,20.8,2,52.1,5.0
Algoma,2017-01-01,115106,31.3,3,20.9,2,31.3,3.0
Algoma,2017-02-01,115093,93.8,9,31.3,3,31.3,3.0
Algoma,2017-03-01,115080,114.7,11,73.0,7,31.3,3.0
Algoma,2017-04-01,115067,83.4,8,83.4,8,31.3,3.0
Algoma,2017-05-01,115053,125.2,12,31.3,3,10.4,1.0
Algoma,2017-06-01,115040,166.9,16,10.4,1,10.4,1.0
Algoma,2017-07-01,115027,146.1,14,62.6,6,10.4,1.0
Algoma,2017-08-01,115003,198.3,19,52.2,5,10.4,1.0
Algoma,2017-09-01,114979,292.2,28,41.7,4,20.9,2.0
Algoma,2017-10-01,114956,177.5,17,41.8,4,10.4,1.0
Algoma,2017-11-01,114932,167.1,16,20.9,2,20.9,2.0
Algoma,2017-12-01,114908,73.1,7,62.7,6,10.4,1.0
Algoma,2018-01-01,114884,104.5,10,10.4,1,41.8,4.0
Algoma,2018-02-01,114860,62.7,6,20.9,2,0.0,0.0
Algoma,2018-03-01,114836,146.3,14,0.0,0,10.4,1.0
Algoma,2018-04-01,114813,125.4,12,52.3,5,10.5,1.0
Algoma,2018-05-01,114789,104.5,10,41.8,4,0.0,0.0
Algoma,2018-06-01,114765,156.8,15,20.9,2,20.9,2.0
Algoma,2018-07-01,114741,115.0,11,31.4,3,20.9,2.0
Algoma,2018-08-01,114712,115.1,11,62.8,6,10.5,1.0
Algoma,2018-09-01,114683,73.2,7,0.0,0,31.4,3.0
Algoma,2018-10-01,114655,62.8,6,10.5,1,62.8,6.0
Algoma,2018-11-01,114626,104.7,10,41.9,4,20.9,2.0
Algoma,2018-12-01,114597,94.2,9,52.4,5,41.9,4.0
Algoma,2019-01-01,114568,41.9,4,20.9,2,10.5,1.0
Algoma,2019-02-01,114539,73.3,7,10.5,1,0.0,0.0
Algoma,2019-03-01,114510,115.3,11,21.0,2,31.4,3.0
Algoma,2019-04-01,114482,178.2,17,31.4,3,10.5,1.0
Algoma,2019-05-01,114453,230.7,22,41.9,4,31.5,3.0
Algoma,2019-06-01,114424,73.4,7,31.5,3,21.0,2.0
Algoma,2019-07-01,114395,83.9,8,10.5,1,0.0,0.0
Algoma,2019-08-01,114361,125.9,12,21.0,2,21.0,2.0
Algoma,2019-09-01,114326,136.5,13,21.0,2,0.0,0.0
Algoma,2019-10-01,114292,94.5,9,0.0,0,0.0,0.0
Algoma,2019-11-01,114257,115.5,11,21.0,2,21.0,2.0
Algoma,2019-12-01,114223,84.0,8,21.0,2,31.5,3.0
Algoma,2020-01-01,114188,126.1,12,52.5,5,31.5,3.0
Algoma,2020-02-01,114154,189.2,18,42.0,4,52.6,5.0
Algoma,2020-03-01,114119,220.8,21,52.6,5,42.1,4.0
Algoma,2020-04-01,114085,94.7,9,31.6,3,,
Algoma,2020-05-01,114050,189.4,18,42.1,4,,
Algoma,2020-06-01,114016,273.6,26,21.0,2,,
Brant County,2003-01-01,131674,9.1,1,9.1,1,,
Brant County,2003-02-01,131797,9.1,1,9.1,1,,
Brant County,2003-03-01,131921,0.0,0,9.1,1,,
Brant County,2003-04-01,132045,18.2,2,27.3,3,,
Brant County,2003-05-01,132169,9.1,1,9.1,1,,
Brant County,2003-06-01,132293,0.0,0,0.0,0,,
Brant County,2003-07-01,132417,18.1,2,9.1,1,,
Brant County,2003-08-01,132545,45.3,5,27.2,3,,
Brant County,2003-09-01,132672,27.1,3,9.0,1,,
Brant County,2003-10-01,132800,18.1,2,0.0,0,,
Brant County,2003-11-01,132927,9.0,1,0.0,0,,
Brant County,2003-12-01,133055,9.0,1,0.0,0,,
Brant County,2004-01-01,133182,9.0,1,0.0,0,,
Brant County,2004-02-01,133310,0.0,0,0.0,0,,
Brant County,2004-03-01,133437,18.0,2,9.0,1,,
Brant County,2004-04-01,133565,35.9,4,9.0,1,,
Brant County,2004-05-01,133692,26.9,3,0.0,0,,
Brant County,2004-06-01,133820,17.9,2,0.0,0,,
Brant County,2004-07-01,133947,9.0,1,9.0,1,,
Brant County,2004-08-01,134097,26.8,3,0.0,0,,
Brant County,2004-09-01,134247,0.0,0,0.0,0,,
Brant County,2004-10-01,134397,17.9,2,26.8,3,,
Brant County,2004-11-01,134547,53.5,6,8.9,1,,
Brant County,2004-12-01,134697,44.5,5,8.9,1,,
Brant County,2005-01-01,134848,17.8,2,0.0,0,0.0,0.0
Brant County,2005-02-01,134998,17.8,2,0.0,0,17.8,2.0
Brant County,2005-03-01,135148,17.8,2,8.9,1,8.9,1.0
Brant County,2005-04-01,135298,0.0,0,0.0,0,0.0,0.0
Brant County,2005-05-01,135448,17.7,2,8.9,1,0.0,0.0
Brant County,2005-06-01,135598,17.7,2,0.0,0,17.7,2.0
Brant County,2005-07-01,135748,35.4,4,8.8,1,0.0,0.0
Brant County,2005-08-01,135836,35.3,4,26.5,3,0.0,0.0
Brant County,2005-09-01,135925,8.8,1,8.8,1,8.8,1.0
Brant County,2005-10-01,136013,8.8,1,8.8,1,8.8,1.0
Brant County,2005-11-01,136101,35.3,4,17.6,2,0.0,0.0
Brant County,2005-12-01,136189,35.2,4,0.0,0,8.8,1.0
Brant County,2006-01-01,136278,35.2,4,26.4,3,0.0,0.0
Brant County,2006-02-01,136366,8.8,1,8.8,1,8.8,1.0
Brant County,2006-03-01,136454,8.8,1,17.6,2,0.0,0.0
Brant County,2006-04-01,136542,52.7,6,17.6,2,0.0,0.0
Brant County,2006-05-01,136631,26.3,3,0.0,0,0.0,0.0
Brant County,2006-06-01,136719,8.8,1,0.0,0,0.0,0.0
Brant County,2006-07-01,136807,43.9,5,17.5,2,0.0,0.0
Brant County,2006-08-01,136855,8.8,1,17.5,2,8.8,1.0
Brant County,2006-09-01,136903,17.5,2,0.0,0,17.5,2.0
Brant County,2006-10-01,136950,17.5,2,0.0,0,0.0,0.0
Brant County,2006-11-01,136998,35.0,4,0.0,0,8.8,1.0
Brant County,2006-12-01,137046,35.0,4,8.8,1,8.8,1.0
Brant County,2007-01-01,137094,52.5,6,17.5,2,0.0,0.0
Brant County,2007-02-01,137141,35.0,4,0.0,0,0.0,0.0
Brant County,2007-03-01,137189,26.2,3,8.7,1,8.7,1.0
Brant County,2007-04-01,137237,35.0,4,17.5,2,0.0,0.0
Brant County,2007-05-01,137285,78.7,9,8.7,1,0.0,0.0
Brant County,2007-06-01,137332,17.5,2,8.7,1,0.0,0.0
Brant County,2007-07-01,137380,69.9,8,8.7,1,0.0,0.0
Brant County,2007-08-01,137450,17.5,2,8.7,1,17.5,2.0
Brant County,2007-09-01,137520,8.7,1,17.5,2,0.0,0.0
Brant County,2007-10-01,137590,0.0,0,8.7,1,17.4,2.0
Brant County,2007-11-01,137660,17.4,2,17.4,2,8.7,1.0
Brant County,2007-12-01,137730,34.9,4,17.4,2,0.0,0.0
Brant County,2008-01-01,137801,52.2,6,17.4,2,26.1,3.0
Brant County,2008-02-01,137871,52.2,6,8.7,1,0.0,0.0
Brant County,2008-03-01,137941,26.1,3,0.0,0,8.7,1.0
Brant County,2008-04-01,138011,17.4,2,17.4,2,8.7,1.0
Brant County,2008-05-01,138081,60.8,7,26.1,3,0.0,0.0
Brant County,2008-06-01,138151,17.4,2,8.7,1,8.7,1.0
Brant County,2008-07-01,138221,78.1,9,26.0,3,0.0,0.0
Brant County,2008-08-01,138298,8.7,1,0.0,0,17.4,2.0
Brant County,2008-09-01,138375,17.3,2,0.0,0,8.7,1.0
Brant County,2008-10-01,138453,43.3,5,8.7,1,0.0,0.0
Brant County,2008-11-01,138530,34.6,4,0.0,0,8.7,1.0
Brant County,2008-12-01,138607,17.3,2,17.3,2,0.0,0.0
Brant County,2009-01-01,138684,34.6,4,17.3,2,8.7,1.0
Brant County,2009-02-01,138761,8.6,1,8.6,1,0.0,0.0
Brant County,2009-03-01,138838,17.3,2,17.3,2,0.0,0.0
Brant County,2009-04-01,138916,51.8,6,17.3,2,8.6,1.0
Brant County,2009-05-01,138993,86.3,10,0.0,0,0.0,0.0
Brant County,2009-06-01,139070,34.5,4,25.9,3,0.0,0.0
Brant County,2009-07-01,139147,51.7,6,25.9,3,8.6,1.0
Brant County,2009-08-01,139220,25.9,3,25.9,3,0.0,0.0
Brant County,2009-09-01,139294,43.1,5,8.6,1,8.6,1.0
Brant County,2009-10-01,139367,34.4,4,0.0,0,0.0,0.0
Brant County,2009-11-01,139440,25.8,3,25.8,3,0.0,0.0
Brant County,2009-12-01,139514,43.0,5,8.6,1,0.0,0.0
Brant County,2010-01-01,139587,8.6,1,8.6,1,8.6,1.0
Brant County,2010-02-01,139660,17.2,2,8.6,1,8.6,1.0
Brant County,2010-03-01,139734,42.9,5,8.6,1,0.0,0.0
Brant County,2010-04-01,139807,17.2,2,17.2,2,0.0,0.0
Brant County,2010-05-01,139880,68.6,8,77.2,9,0.0,0.0
Brant County,2010-06-01,139954,60.0,7,8.6,1,0.0,0.0
Brant County,2010-07-01,140027,34.3,4,8.6,1,0.0,0.0
Brant County,2010-08-01,140111,42.8,5,34.3,4,8.6,1.0
Brant County,2010-09-01,140195,42.8,5,25.7,3,0.0,0.0
Brant County,2010-10-01,140279,34.2,4,8.6,1,8.6,1.0
Brant County,2010-11-01,140363,8.5,1,17.1,2,8.5,1.0
Brant County,2010-12-01,140447,34.2,4,25.6,3,8.5,1.0
Brant County,2011-01-01,140531,59.8,7,34.2,4,0.0,0.0
Brant County,2011-02-01,140614,51.2,6,17.1,2,8.5,1.0
Brant County,2011-03-01,140698,17.1,2,0.0,0,17.1,2.0
Brant County,2011-04-01,140782,34.1,4,17.0,2,0.0,0.0
Brant County,2011-05-01,140866,8.5,1,0.0,0,0.0,0.0
Brant County,2011-06-01,140950,51.1,6,8.5,1,8.5,1.0
Brant County,2011-07-01,141034,17.0,2,17.0,2,8.5,1.0
Brant County,2011-08-01,141125,42.5,5,8.5,1,0.0,0.0
Brant County,2011-09-01,141217,17.0,2,0.0,0,25.5,3.0
Brant County,2011-10-01,141308,34.0,4,42.5,5,8.5,1.0
Brant County,2011-11-01,141399,0.0,0,0.0,0,8.5,1.0
Brant County,2011-12-01,141490,17.0,2,8.5,1,0.0,0.0
Brant County,2012-01-01,141582,50.9,6,42.4,5,8.5,1.0
Brant County,2012-02-01,141673,42.4,5,8.5,1,0.0,0.0
Brant County,2012-03-01,141764,8.5,1,8.5,1,0.0,0.0
Brant County,2012-04-01,141855,42.3,5,0.0,0,0.0,0.0
Brant County,2012-05-01,141947,33.8,4,16.9,2,8.5,1.0
Brant County,2012-06-01,142038,33.8,4,42.2,5,8.4,1.0
Brant County,2012-07-01,142129,16.9,2,42.2,5,16.9,2.0
Brant County,2012-08-01,142241,42.2,5,25.3,3,0.0,0.0
Brant County,2012-09-01,142353,42.1,5,8.4,1,8.4,1.0
Brant County,2012-10-01,142465,25.3,3,16.8,2,16.8,2.0
Brant County,2012-11-01,142577,16.8,2,8.4,1,0.0,0.0
Brant County,2012-12-01,142689,25.2,3,25.2,3,0.0,0.0
Brant County,2013-01-01,142802,25.2,3,0.0,0,16.8,2.0
Brant County,2013-02-01,142914,16.8,2,8.4,1,8.4,1.0
Brant County,2013-03-01,143026,25.2,3,0.0,0,0.0,0.0
Brant County,2013-04-01,143138,33.5,4,33.5,4,8.4,1.0
Brant County,2013-05-01,143250,33.5,4,16.8,2,0.0,0.0
Brant County,2013-06-01,143362,50.2,6,33.5,4,8.4,1.0
Brant County,2013-07-01,143474,33.5,4,8.4,1,8.4,1.0
Brant County,2013-08-01,143560,16.7,2,8.4,1,0.0,0.0
Brant County,2013-09-01,143646,33.4,4,16.7,2,16.7,2.0
Brant County,2013-10-01,143732,58.4,7,50.1,6,8.3,1.0
Brant County,2013-11-01,143818,25.0,3,16.7,2,8.3,1.0
Brant County,2013-12-01,143904,41.7,5,8.3,1,0.0,0.0
Brant County,2014-01-01,143990,16.7,2,0.0,0,0.0,0.0
Brant County,2014-02-01,144076,41.6,5,8.3,1,8.3,1.0
Brant County,2014-03-01,144162,16.6,2,8.3,1,0.0,0.0
Brant County,2014-04-01,144248,49.9,6,8.3,1,8.3,1.0
Brant County,2014-05-01,144334,33.3,4,8.3,1,8.3,1.0
Brant County,2014-06-01,144420,58.2,7,33.2,4,8.3,1.0
Brant County,2014-07-01,144506,49.8,6,16.6,2,0.0,0.0
Brant County,2014-08-01,144606,24.9,3,8.3,1,8.3,1.0
Brant County,2014-09-01,144706,58.0,7,16.6,2,8.3,1.0
Brant County,2014-10-01,144806,33.1,4,41.4,5,0.0,0.0
Brant County,2014-11-01,144905,107.7,13,49.7,6,0.0,0.0
Brant County,2014-12-01,145005,49.7,6,0.0,0,0.0,0.0
Brant County,2015-01-01,145105,41.3,5,8.3,1,0.0,0.0
Brant County,2015-02-01,145205,24.8,3,16.5,2,0.0,0.0
Brant County,2015-03-01,145305,49.6,6,16.5,2,16.5,2.0
Brant County,2015-04-01,145405,24.8,3,33.0,4,24.8,3.0
Brant County,2015-05-01,145504,82.5,10,8.2,1,0.0,0.0
Brant County,2015-06-01,145604,82.4,10,49.4,6,8.2,1.0
Brant County,2015-07-01,145704,74.1,9,16.5,2,0.0,0.0
Brant County,2015-08-01,145831,41.1,5,0.0,0,24.7,3.0
Brant County,2015-09-01,145959,32.9,4,16.4,2,0.0,0.0
Brant County,2015-10-01,146086,24.6,3,0.0,0,0.0,0.0
Brant County,2015-11-01,146214,24.6,3,0.0,0,16.4,2.0
Brant County,2015-12-01,146341,49.2,6,24.6,3,0.0,0.0
Brant County,2016-01-01,146469,32.8,4,8.2,1,0.0,0.0
Brant County,2016-02-01,146596,32.7,4,24.6,3,0.0,0.0
Brant County,2016-03-01,146723,65.4,8,16.4,2,0.0,0.0
Brant County,2016-04-01,146851,49.0,6,32.7,4,0.0,0.0
Brant County,2016-05-01,146978,81.6,10,32.7,4,0.0,0.0
Brant County,2016-06-01,147106,73.4,9,32.6,4,16.3,2.0
Brant County,2016-07-01,147233,48.9,6,8.2,1,8.2,1.0
Brant County,2016-08-01,147401,57.0,7,16.3,2,8.1,1.0
Brant County,2016-09-01,147569,48.8,6,16.3,2,8.1,1.0
Brant County,2016-10-01,147737,73.1,9,16.2,2,8.1,1.0
Brant County,2016-11-01,147905,73.0,9,24.3,3,0.0,0.0
Brant County,2016-12-01,148073,194.5,24,56.7,7,16.2,2.0
Brant County,2017-01-01,148241,121.4,15,40.5,5,8.1,1.0
Brant County,2017-02-01,148409,80.9,10,32.3,4,16.2,2.0
Brant County,2017-03-01,148577,201.9,25,80.8,10,24.2,3.0
Brant County,2017-04-01,148745,121.0,15,32.3,4,16.1,2.0
Brant County,2017-05-01,148913,137.0,17,40.3,5,8.1,1.0
Brant County,2017-06-01,149081,104.6,13,8.0,1,8.0,1.0
Brant County,2017-07-01,149249,168.8,21,0.0,0,24.1,3.0
Brant County,2017-08-01,149399,200.8,25,64.3,8,24.1,3.0
Brant County,2017-09-01,149549,208.6,26,72.2,9,32.1,4.0
Brant County,2017-10-01,149699,120.2,15,24.0,3,8.0,1.0
Brant County,2017-11-01,149848,144.1,18,48.0,6,24.0,3.0
Brant County,2017-12-01,149998,88.0,11,32.0,4,8.0,1.0
Brant County,2018-01-01,150148,48.0,6,32.0,4,0.0,0.0
Brant County,2018-02-01,150298,87.8,11,63.9,8,8.0,1.0
Brant County,2018-03-01,150448,79.8,10,31.9,4,23.9,3.0
Brant County,2018-04-01,150598,63.7,8,39.8,5,0.0,0.0
Brant County,2018-05-01,150747,95.5,12,31.8,4,31.8,4.0
Brant County,2018-06-01,150897,63.6,8,47.7,6,0.0,0.0
Brant County,2018-07-01,151047,95.3,12,63.6,8,0.0,0.0
Brant County,2018-08-01,151188,119.1,15,31.7,4,15.9,2.0
Brant County,2018-09-01,151328,118.9,15,15.9,2,31.7,4.0
Brant County,2018-10-01,151469,134.7,17,7.9,1,0.0,0.0
Brant County,2018-11-01,151609,150.4,19,31.7,4,23.7,3.0
Brant County,2018-12-01,151750,110.7,14,31.6,4,39.5,5.0
Brant County,2019-01-01,151890,102.7,13,31.6,4,31.6,4.0
Brant County,2019-02-01,152031,142.1,18,23.7,3,47.4,6.0
Brant County,2019-03-01,152171,134.1,17,47.3,6,55.2,7.0
Brant County,2019-04-01,152312,212.7,27,31.5,4,7.9,1.0
Brant County,2019-05-01,152452,173.2,22,15.7,2,39.4,5.0
